Date,OPEN,HIGH,LOW,CLOSE
2015-04-10,96.587,99.686,96.329,99.338
2015-04-17,99.468,99.99,97.001,97.52
2015-04-24,97.336,98.455,96.755,96.922
2015-05-01,96.946,97.281,94.399,95.297
2015-05-08,95.246,95.946,93.882,94.794
2015-05-15,94.794,95.258,93.133,93.135
2015-05-22,93.23,96.266,93.23,96.11
2015-05-29,96.229,97.775,96.014,96.907
2015-06-05,96.897,97.68,94.651,96.306
2015-06-12,96.47,96.55,94.322,94.972
2015-06-19,95.155,95.391,93.563,94.085
2015-06-26,93.996,95.665,93.807,95.472
2015-07-03,96.113,96.422,94.681,96.113
2015-07-10,96.422,97.235,95.454,96.025
2015-07-17,96.092,97.977,95.633,97.862
2015-07-24,97.928,98.151,96.887,97.244
2015-07-31,97.2,97.773,96.288,97.336
2015-08-07,97.222,98.334,97.155,97.563
2015-08-14,97.54,97.918,95.926,96.52
2015-08-21,96.557,97.078,94.801,95.008
2015-08-28,94.864,96.324,92.621,96.106
2015-09-04,96.195,96.616,95.19,96.229
2015-09-11,96.151,96.424,95.115,95.194
2015-09-18,95.199,95.845,94.063,94.863
2015-09-25,95.365,96.7,95.039,96.269
2015-10-02,96.288,96.501,95.218,95.83
2015-10-09,95.838,96.169,94.692,94.813
2015-10-16,94.863,94.982,93.806,94.54
2015-10-23,94.669,97.201,94.552,97.127
2015-10-30,97.147,97.818,96.466,96.946
2015-11-06,96.686,99.345,96.635,99.168
2015-11-13,99.272,99.504,98.432,98.998
2015-11-20,98.998,99.853,98.735,99.565
2015-11-27,99.655,100.2,99.312,100.02
2015-12-04,100.08,100.51,97.591,98.354
2015-12-11,98.381,98.903,97.223,97.565
2015-12-18,97.605,99.294,97.19,98.703
2015-12-25,98.682,98.838,97.864,97.984
2016-01-01,97.951,98.778,97.799,98.631
2016-01-08,98.587,99.634,98.049,98.54
2016-01-15,98.413,99.333,98.252,98.956
2016-01-22,98.8,99.799,98.626,99.574
2016-01-29,99.521,99.829,98.425,99.606
2016-02-05,99.546,99.633,96.259,97.031
2016-02-12,97.057,97.476,95.236,95.94
2016-02-19,96.081,97.17,95.94,96.6
2016-02-26,96.785,98.26,96.735,98.148
2016-03-04,98.166,98.582,97.019,97.34
2016-03-11,97.402,98.422,95.938,96.172
2016-03-18,96.31,97.064,94.578,95.086
2016-03-25,95.151,96.364,95.002,96.142
2016-04-01,96.27,96.399,94.319,94.619
2016-04-08,94.565,95.066,94.015,94.235
2016-04-15,94.103,95.2,93.627,94.696
2016-04-22,94.591,95.196,93.923,95.116
2016-04-29,95.108,95.084,93.007,93.082
2016-05-06,93.018,93.962,91.919,93.888
2016-05-13,93.908,94.845,93.684,94.608
2016-05-20,94.653,95.502,94.329,95.334
2016-05-27,95.321,95.779,94.938,95.521
2016-06-03,95.699,95.968,93.855,94.029
2016-06-10,94.019,94.713,93.425,94.571
2016-06-17,94.654,95.318,94.074,94.206
2016-06-24,93.868,96.703,93.019,95.448
2016-07-01,96.07,96.705,95.407,95.649
2016-07-08,95.694,96.697,95.336,96.302
2016-07-15,96.293,96.793,95.831,96.58
2016-07-22,96.59,97.543,96.466,97.467
2016-07-29,97.351,97.569,95.384,95.531
2016-08-05,95.593,96.522,95.003,96.194
2016-08-12,96.293,96.524,95.254,95.722
2016-08-19,95.654,95.801,94.077,94.511
2016-08-26,94.718,95.594,94.214,95.566
2016-09-02,95.607,96.255,95.189,95.844
