Date,OPEN,HIGH,LOW,CLOSE
2013-07-12,1237.0,1286.15,1237.0,1284.9
2013-07-19,1283.18,1296.35,1275.5,1296.35
2013-07-26,1335.6,1347.6,1321.9,1333.9
2013-08-02,1327.6,1327.6,1308.9,1312.0
2013-08-09,1303.55,1314.5,1282.15,1314.5
2013-08-16,1336.8,1376.4,1321.335,1376.4
2013-08-23,1365.98,1397.25,1365.98,1397.25
2013-08-30,1404.9,1417.25,1396.4,1396.4
2013-09-06,1394.9,1412.65,1367.25,1391.605
2013-09-13,1387.05,1387.05,1321.85,1326.725
2013-09-20,1314.2,1365.1,1309.55,1325.385
2013-09-27,1321.9,1336.205,1321.9,1336.205
2013-10-04,1327.87,1327.87,1286.7,1311.35
2013-10-11,1322.74,1322.74,1273.11,1273.11
2013-10-18,1273.3,1319.8,1273.3,1316.245
2013-10-25,1316.05,1352.135,1316.05,1352.135
2013-11-01,1352.75,1352.75,1315.35,1315.35
2013-11-08,1315.1,1318.55,1289.0,1289.0
2013-11-15,1283.28,1288.4,1268.845,1288.4
2013-11-22,1274.35,1275.25,1242.595,1243.6
2013-11-29,1252.6,1253.495,1237.4,1253.495
2013-12-06,1220.05,1243.67,1220.05,1228.85
2013-12-13,1240.95,1260.725,1223.8,1238.3
2013-12-20,1240.57,1240.57,1189.5,1203.25
2013-12-27,1198.84,1214.3,1198.84,1214.3
2014-01-03,1196.4,1236.55,1196.4,1236.55
2014-01-10,1238.05,1247.1,1226.1,1247.1
2014-01-17,1253.45,1253.82,1241.65,1253.82
2014-01-24,1254.345,1267.82,1236.5,1267.82
2014-01-31,1255.35,1268.045,1243.7,1243.8
2014-02-07,1257.65,1267.06,1255.0,1267.06
2014-02-14,1274.9,1318.94,1274.9,1318.94
2014-02-21,1329.1,1329.1,1311.81,1323.4
2014-02-28,1337.0,1340.75,1326.4,1326.4
2014-03-07,1350.9,1351.35,1334.9,1340.25
2014-03-14,1339.15,1382.24,1339.15,1382.24
2014-03-21,1366.95,1366.95,1328.5,1334.55
2014-03-28,1309.62,1311.2,1291.14,1294.0
2014-04-04,1284.25,1302.71,1279.15,1302.71
2014-04-11,1296.65,1318.92,1296.65,1318.5
2014-04-18,1326.4,1326.4,1293.78,1293.78
2014-04-25,1290.15,1303.45,1283.5,1303.45
2014-05-02,1296.1,1300.32,1284.1,1300.32
2014-05-09,1309.85,1309.85,1289.33,1289.33
2014-05-16,1295.8,1305.6,1293.35,1293.7
2014-05-23,1293.1,1294.35,1292.0,1293.11
2014-05-30,1293.05,1293.05,1251.0,1251.0
2014-06-06,1244.35,1253.6,1243.8,1252.73
2014-06-13,1252.1,1276.95,1252.1,1276.95
2014-06-20,1271.6,1320.1,1271.5,1314.82
2014-06-27,1318.1,1319.5,1315.35,1315.35
2014-07-04,1327.5,1327.5,1319.8,1320.55
2014-07-11,1320.2,1338.15,1318.95,1338.15
2014-07-18,1307.15,1318.25,1294.45,1310.9
2014-07-25,1311.9,1311.9,1293.8,1308.05
2014-08-01,1304.25,1304.25,1282.35,1294.1
2014-08-08,1288.35,1313.55,1288.0,1309.6
2014-08-15,1308.1,1313.24,1304.6,1304.6
2014-08-22,1297.46,1297.46,1277.25,1281.23
2014-08-29,1276.6,1290.0,1276.6,1287.57
2014-09-05,1287.3,1287.3,1261.1,1268.85
2014-09-12,1255.7,1256.2,1228.63,1228.63
2014-09-19,1233.0,1235.2,1216.45,1216.45
2014-09-26,1215.05,1222.95,1215.05,1219.51
2014-10-03,1215.95,1215.95,1191.2,1191.2
2014-10-10,1207.15,1224.15,1207.15,1223.48
2014-10-17,1237.15,1241.07,1232.75,1238.19
2014-10-24,1246.6,1249.4,1231.46,1231.46
2014-10-31,1225.4,1228.4,1174.42,1174.42
2014-11-07,1165.35,1176.65,1141.2,1176.65
2014-11-14,1150.6,1188.25,1150.6,1188.25
2014-11-21,1186.55,1201.4,1183.3,1201.4
2014-11-28,1197.4,1201.19,1167.35,1167.35
2014-12-05,1210.9,1210.9,1192.05,1192.05
2014-12-12,1203.2,1230.85,1203.2,1222.6
2014-12-19,1192.6,1198.4,1188.7,1195.95
2014-12-26,1175.05,1195.4,1173.8,1195.4
2015-01-02,1183.1,1200.25,1181.975,1189.18
2015-01-09,1204.45,1223.4,1204.45,1223.4
2015-01-16,1233.65,1280.3,1229.95,1280.3
2015-01-23,1277.08,1301.73,1277.08,1294.55
2015-01-30,1281.25,1292.35,1257.25,1283.55
2015-02-06,1275.44,1275.44,1233.72,1233.72
2015-02-13,1239.68,1239.68,1219.16,1229.7
2015-02-20,1231.475,1231.475,1202.4,1202.4
2015-02-27,1201.92,1213.15,1199.9,1213.15
2015-03-06,1207.1,1207.1,1167.21,1167.21
2015-03-13,1167.3,1167.3,1153.7,1159.48
2015-03-20,1154.59,1182.68,1149.3,1182.68
2015-03-27,1189.3,1204.38,1189.3,1199.3
2015-04-03,1186.2,1210.9,1183.5,1210.9
2015-04-10,1214.7,1214.7,1195.2,1208.05
2015-04-17,1198.85,1204.65,1193.58,1204.65
2015-04-24,1196.5,1202.68,1179.38,1179.38
2015-05-01,1202.0,1212.1,1178.5,1178.5
2015-05-08,1188.2,1193.33,1184.8,1188.15
2015-05-15,1184.2,1223.85,1184.2,1223.85
2015-05-22,1225.74,1225.74,1206.38,1206.38
2015-05-29,1207.175,1207.175,1187.3,1190.5
2015-06-05,1189.15,1193.375,1172.0,1172.0
2015-06-12,1173.95,1186.48,1173.95,1180.8
2015-06-19,1186.4,1201.42,1181.855,1200.51
2015-06-26,1185.45,1185.45,1173.33,1175.0725
2015-07-03,1180.355,1180.355,1166.15,1167.94
2015-07-10,1170.15,1170.15,1155.55,1163.96
2015-07-17,1158.0,1158.0,1134.1,1134.1
2015-07-24,1096.95,1101.41,1090.8,1099.1
2015-07-31,1094.42,1096.695,1088.995,1095.65
2015-08-07,1086.5,1094.2,1085.05,1094.2
2015-08-14,1104.505,1125.3,1104.505,1114.105
2015-08-21,1117.66,1161.05,1117.66,1161.05
2015-08-28,1155.05,1155.05,1125.55,1133.96
2015-09-04,1134.5,1140.105,1123.0,1123.0
2015-09-11,1119.475,1121.8,1106.1,1107.9
2015-09-18,1108.8,1139.4,1105.4,1139.4
2015-09-25,1133.3,1154.015,1124.8,1146.245
2015-10-02,1132.05,1138.14,1113.545,1138.14
2015-10-09,1135.75,1157.53,1135.75,1157.53
2015-10-16,1164.0,1185.195,1164.0,1177.2
2015-10-23,1170.45,1176.105,1164.255,1164.255
2015-10-30,1163.2,1166.95,1142.375,1142.375
2015-11-06,1133.75,1133.75,1088.645,1088.645
2015-11-13,1092.095,1092.095,1083.645,1083.645
2015-11-20,1082.845,1082.845,1070.365,1078.095
2015-11-27,1069.34,1075.495,1058.81,1058.81
2015-12-04,1064.42,1086.995,1053.695,1086.995
2015-12-11,1070.39,1074.895,1070.39,1074.895
2015-12-18,1062.9,1072.945,1051.745,1066.195
2015-12-25,1078.445,1078.445,1070.35,1075.875
2016-01-01,1069.05,1069.05,1060.74,1060.74
2016-01-08,1074.7,1109.25,1074.7,1104.24
2016-01-15,1094.26,1094.26,1078.0,1089.095
2016-01-22,1088.9,1101.595,1087.125,1098.295
2016-01-29,1108.045,1125.59,1108.045,1118.04
2016-02-05,1128.845,1173.69,1128.845,1173.69
2016-02-12,1191.145,1246.895,1188.845,1238.045
2016-02-19,1209.95,1232.35,1200.345,1228.195
2016-02-26,1208.745,1234.645,1208.745,1222.595
2016-03-04,1238.145,1263.695,1232.26,1259.445
2016-03-11,1267.395,1271.445,1248.445,1248.445
2016-03-18,1235.275,1263.075,1232.375,1255.295
2016-03-25,1243.745,1248.375,1216.475,1216.475
2016-04-01,1221.05,1242.55,1221.05,1222.495
2016-04-08,1215.4,1240.695,1215.4,1240.395
2016-04-15,1257.95,1257.95,1227.395,1234.045
2016-04-22,1231.55,1250.5,1231.55,1232.295
2016-04-29,1237.9,1293.745,1237.9,1293.745
2016-05-06,1291.595,1291.595,1278.045,1288.7
2016-05-13,1263.845,1277.695,1263.495,1273.6
